Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Vehicle Color,Vehicle Year,Violation Description,Street Name,Violation County,Fine Amount
4208964711,GUV4688,NJ,PAS,,19,SUBN,TOYOTA,BLUE,2013,No Standing - Bus Stop,COLUMBUS AVE,Brooklyn,115
8857999487,RWP5831,NY,PAS,01/31/2014,46,SUBN,NISSAN,BLUE,1998,Double Parking,BROADWAY,Queens,115
3707882231,QHN8162,FL,PAS,05/02/14,37,DELV,HYUNDAI,WHITE,2001,Expired Muni Meter,NOSTRAND AVE,Bronx,65
2449516299,GWX4173,NY,PAS,09/09/13,71,SUV,FORD,BLUE,2001,Inspection Sticker Expired,RICHMOND AVE,Manhattan,65
6993612051,RQQ1733,NY,COM,04/21/2014,21,PICK,LEXUS,WHITE,2007,No Parking - Street Cleaning,LEXINGTON AVE,Manhattan,65
9789042402,DCP9807,GA,PAS,01/13/2014,37,,ACURA,SILVER,2008,Expired Muni Meter,PARK AVE,Bronx,65
3979360096,LSP9053,FL,PAS,02/02/14,46,SUBN,HONDA,GRAY,2012,Double Parking,FORDHAM RD,queens,115
5848100876,DNP6569,NJ,OMT,10/04/13,21,SUV,MERCEDES,SILVER,2011,No Parking - Street Cleaning,ATLANTIC AVE,,65
5253126856,LCV8239,NY,COM,03/07/14,20,SUBN,TOYOTA,WHITE,1998,No Parking - Day/Time Limits,GRAND CONCOURSE,Bronx,65
6167628255,YWQ3166,NY,com,05/22/2014,21,VAN,HYUNDAI,GRAY,,No Parking - Street Cleaning,FLATBUSH AVE,Bronx,65
6972537466,HXX8997,NY,COM,02/04/14,37,BUS,CHEVROLET,WHITE,2008,Expired Muni Meter,NOSTRAND AVE,Staten Island,65
5412089004,KCN7430,NJ,PAS,06/21/2014,46,SDN,HONDA,WHITE,1998,Double Parking,COLUMBUS AVE,Brooklyn,115
2956910592,WUR1071,NJ,PAS,05/27/2014,98,SUV,AUDI,RED,1998,Blocking Intersection,FLATBUSH AVE,Brooklyn,115
4200443405,DYF8312,CT,PAS,09/27/2013,40,van,JEEP,ORANGE,2010,Fire Hydrant,FULTON ST,Brooklyn,115
6233864644,QRZ6368,NJ,PAS,04/11/14,46,SUV,TOYOTA,BLUE,2008,Double Parking,FORDHAM RD,Manhattan,115
9149673063,ZRS3235,NJ,PAS,09/24/2013,40,VAN,TOYOTA,GRAY,2012,Fire Hydrant,COLUMBUS AVE,Queens,115
2528129357,FUQ7565,PA,COM,03/08/14,46,SDN,FORD,WHITE,2005,Double Parking,FULTON ST,Manhattan,115
8805663591,HYD1147,NJ,APP,11/25/2013,37,VAN,NISSAN,WHITE,2011,Expired Muni Meter,columbus ave,Bronx,65
6082681041,RVG5332,MD,PAS,09/10/13,37,VAN,JEEP,WHITE,2010,Expired Muni Meter,FULTON ST,Queens,65
3456899562,AHZ7417,,PAS,10/04/13,71,SUBN,MERCEDES,GY,2005,Inspection Sticker Expired,FULTON ST,Queens,65
8934658811,CQR8542,NY,PAS,12/09/13,74,VAN,MERCEDES,GRAY,2001,Missing Required Equipment,amsterdam ave,Brooklyn,65
4875855229,WFA6710,VA,COM,02/16/2014,21,PICK,JEEP,GREEN,2012,No Parking - Street Cleaning,FORDHAM RD,Manhattan,65
3667942069,LQW3984,NY,PAS,05/14/2014,14,DELV,BMW,red,2009,No Standing - Day/Time Limits,GRAND CONCOURSE,Manhattan,115
8865766768,DXR1818,OH,PAS,07/28/2013,38,SDN,NISSAN,SILVER,2008,Failure to Display Muni Meter Receipt,MADISON AVE,Brooklyn,65
5136607835,RWG5348,NJ,PAS,,20,VAN,BMW,YELLOW,2004,No Parking - Day/Time Limits,LEXINGTON AVE,,65
1497479920,RFK9560,NJ,PAS,,40,SUV,subaru,BLACK,,Fire Hydrant,ATLANTIC AVE,Queens,115
3381691296,NVS3590,NY,PAS,03/06/14,46,SUV,HONDA,GRAY,2005,Double Parking,MADISON AVE,Bronx,115
9526141003,UNP3315,NY,PAS,09/08/13,14,,HONDA,GREEN,9999,No Standing - Day/Time Limits,BEDFORD AVE,Bronx,
4351119302,TLM8022,NY,PAS,10/08/13,14,SUBN,TOYOTA,SILVER,2013,No Standing - Day/Time Limits,JAMAICA AVE,Queens,115
6766462946,,FL,APP,01/13/2014,71,SUV,LEXUS,BLACK,1999,Inspection Sticker Expired,AMSTERDAM AVE,Manhattan,65
6314702792,PVE5020,NY,PAS,04/14/2014,14,VAN,CHEVROLET,,2010,No Standing - Day/Time Limits,BROADWAY,Bronx,115
3270353915,QSS4389,NJ,OMT,03/16/2014,21,,FORD,BLUE,2013,No Parking - Street Cleaning,LEXINGTON AVE,Bronx,65
2750015570,BGR2866,ma,TRC,05/31/2014,21,DELV,INFINITI,WHITE,,No Parking - Street Cleaning,FORDHAM RD,Manhattan,-65
1910364493,EHV9138,NY,PAS,03/11/14,74,,KIA,BROWN,2010,Missing Required Equipment,RICHMOND AVE,Queens,65
8065803509,EXR7956,CT,PAS,01/26/2014,83,VAN,ACURA,WHITE,2001,Improper Registration,ATLANTIC AVE,Manhattan,65
1533164924,CPC9898,NY,PAS,06/16/2014,38,SDN,TOYOTA,SILVER,2005,Failure to Display Muni Meter Receipt,FORDHAM RD,Bronx,65
6886522514,EBL6681,NY,PAS,03/09/14,14,SDN,SUBARU,SILVER,2010,No Standing - Day/Time Limits,LEXINGTON AVE,Staten Island,115
9667476679,DUW2708,PA,PAS,01/29/2014,98,SDN,FORD,SILVER,2014,Blocking Intersection,BEDFORD AVE,Manhattan,115
4531566367,AVM0728,NJ,PAS,06/29/2014,38,,TOYOTA,GRAY,2013,Failure to Display Muni Meter Receipt,NOSTRAND AVE,Bronx,65
7474231449,KMR5074,NY,PAS,02/13/2014,74,VAN,CHEVROLET,GREEN,2012,Missing Required Equipment,NOSTRAND AVE,Queens,65
6537714388,TBL0051,NY,PAS,03/08/14,37,SUBN,BMW,RED,,Expired Muni Meter,LEXINGTON AVE,Staten Island,65
3465687015,ASC2240,PA,PAS,09/24/2013,14,SDN,TOYOTA,BLUE,2012,No Standing - Day/Time Limits,FLATBUSH AVE,Brooklyn,115
5015629493,NPU1247,NY,PAS,08/12/13,20,SDN,BMW,WHITE,2001,No Parking - Day/Time Limits,NOSTRAND AVE,Bronx,65
4467433849,LJS1270,NY,COM,04/16/2014,40,SDN,LEXUS,WHITE,2008,Fire Hydrant,AMSTERDAM AVE,Manhattan,115
8765601772,BXV1451,pa,PAS,07/16/2013,40,SUV,CHEVROLET,WHITE,2012,Fire Hydrant,JAMAICA AVE,Brooklyn,115
8115778131,JSH6458,FL,PAS,10/21/2013,37,SUV,FORD,WHITE,2010,Expired Muni Meter,MADISON AVE,manhattan,65
8963737643,YKN3099,CT,PAS,,19,SDN,FORD,RED,9999,No Standing - Bus Stop,HILLSIDE AVE,Staten Island,115
7537852544,GUN8498,NY,,07/17/2013,37,DELV,KIA,GRAY,,Expired Muni Meter,FORDHAM RD,Bronx,65
8660206297,QMR4516,ny,PAS,11/18/2013,20,delv,TOYOTA,BLUE,2009,No Parking - Day/Time Limits,,Bronx,65
7782954171,GGV6922,CT,PAS,10/24/2013,21,SDN,CHEVROLET,WHITE,2004,No Parking - Street Cleaning,FORDHAM RD,Bronx,65
3442810769,SHL8257,NY,PAS,04/02/14,21,SDN,HONDA,BLACK,1998,No Parking - Street Cleaning,BEDFORD AVE,Manhattan,65
5926034815,EUB8487,NJ,PAS,11/25/2013,14,VAN,SUBARU,BROWN,2008,No Standing - Day/Time Limits,HILLSIDE AVE,,
3428116280,VYA9950,NJ,OMT,09/25/2013,20,DELV,TOYOTA,YELLOW,2014,No Parking - Day/Time Limits,JAMAICA AVE,Manhattan,65
2264470592,BFK6057,PA,PAS,02/20/2014,46,sdn,CHEVROLET,YELLOW,2012,Double Parking,ATLANTIC AVE,Manhattan,115
9106056762,TNS7401,,PAS,04/16/2014,21,PICK,CHEVROLET,BLUE,1999,No Parking - Street Cleaning,LEXINGTON AVE,Manhattan,0
4680076755,ARG6238,NY,PAS,03/11/14,36,SDN,SUBARU,,9999,Exceeding Parking Time Limit,GRAND CONCOURSE,Brooklyn,65
5094342863,WDK1990,NY,COM,04/08/14,14,SUBN,HONDA,BROWN,2002,No Standing - Day/Time Limits,5TH AVE,Manhattan,115
4824838803,HYC5367,NJ,PAS,03/19/2014,74,SDN,NISSAN,RED,2004,Missing Required Equipment,,Manhattan,65
1465380627,XNY0308,NJ,PAS,08/27/2013,20,PICK,TOYOTA,ORANGE,2007,No Parking - Day/Time Limits,FORDHAM RD,Manhattan,65
6252864882,XAA5576,NY,PAS,,21,SUV,VOLVO,WHITE,2008,No Parking - Street Cleaning,RICHMOND AVE,Manhattan,65
4352342737,RHU3441,NY,PAS,08/28/2013,71,SUBN,MERCEDES,YELLOW,2000,Inspection Sticker Expired,FLATBUSH AVE,Staten Island,65
7141264617,HYU9607,NJ,PAS,11/15/2013,38,SDN,NISSAN,SILVER,2011,Failure to Display Muni Meter Receipt,amsterdam ave,Queens,65
5530213482,JNB0924,CA,com,04/05/14,20,SUV,CHEVROLET,WHITE,2009,No Parking - Day/Time Limits,HILLSIDE AVE,Staten Island,65
7691166260,YWQ9729,CT,PAS,01/04/14,20,VAN,FORD,BLACK,1998,No Parking - Day/Time Limits,PARK AVE,Brooklyn,65
5960690720,CAE8614,NJ,PAS,04/04/14,21,BUS,HONDA,GREEN,2003,No Parking - Street Cleaning,LEXINGTON AVE,,65
3749807613,WPF9363,GA,COM,07/22/2013,38,,MERCEDES,GRAY,2004,Failure to Display Muni Meter Receipt,NOSTRAND AVE,Bronx,65
4829425048,HGR4948,NY,srf,02/11/14,19,delv,VOLVO,BK,9999,No Standing - Bus Stop,PARK AVE,Brooklyn,115
8052061218,QUV9591,NY,APP,04/06/14,21,DELV,FORD,WHITE,2010,No Parking - Street Cleaning,GRAND CONCOURSE,Manhattan,65
6222280165,DUT0376,NY,PAS,10/20/2013,40,BUS,SUBARU,GRAY,2001,Fire Hydrant,NOSTRAND AVE,Manhattan,115
3605890125,ZPJ3664,VA,PAS,02/03/14,19,SDN,HONDA,BLACK,2010,No Standing - Bus Stop,5TH AVE,Manhattan,115
9194196378,GJS9474,NJ,PAS,08/22/2013,40,SDN,MAZDA,GRAY,1999,Fire Hydrant,BEDFORD AVE,Manhattan,115
3792543023,DJG3084,NY,COM,05/31/2014,38,SDN,FORD,SILVER,2002,Failure to Display Muni Meter Receipt,JAMAICA AVE,Brooklyn,65
3234278606,,NY,PAS,,20,SUV,CHEVROLET,RED,2014,No Parking - Day/Time Limits,ATLANTIC AVE,queens,65
3850066815,MYV8204,NY,PAS,11/30/2013,46,TAXI,,WHITE,2013,Double Parking,BROADWAY,Manhattan,115
5215931523,CWT8813,NY,SRF,07/17/2013,14,SUBN,HYUNDAI,WHITE,2009,No Standing - Day/Time Limits,LEXINGTON AVE,Manhattan,115
7159619661,NUE2150,NY,PAS,02/16/2014,40,SUBN,HYUNDAI,WHITE,2007,Fire Hydrant,HILLSIDE AVE,Bronx,115
9718525452,EPT2306,VA,PAS,,21,DELV,BMW,GREEN,2011,No Parking - Street Cleaning,GRAND CONCOURSE,Manhattan,65
4367580995,RZN3567,NY,APP,12/26/2013,37,PICK,BMW,black,2010,Expired Muni Meter,FLATBUSH AVE,Brooklyn,65
8572479459,DQS8279,NY,PAS,08/14/2013,37,VAN,,BLACK,2004,Expired Muni Meter,JAMAICA AVE,Bronx,
5924662203,CQZ2674,NY,PAS,02/10/14,38,PICK,FORD,GRAY,2007,Failure to Display Muni Meter Receipt,BROADWAY,,-65
8133591111,TGK2837,CT,SRF,08/30/2013,38,SDN,FORD,GREEN,,Failure to Display Muni Meter Receipt,FULTON ST,Manhattan,65
7659836199,GXK2467,NJ,PAS,10/30/2013,40,,MERCEDES,WHITE,2011,Fire Hydrant,LEXINGTON AVE,Brooklyn,115
7755611093,UWM0240,NY,PAS,10/16/2013,21,SUV,MERCEDES,WHITE,2012,No Parking - Street Cleaning,COLUMBUS AVE,Brooklyn,65
6775517373,XGD1948,FL,PAS,04/28/2014,71,SUV,HYUNDAI,RED,2005,Inspection Sticker Expired,BEDFORD AVE,Queens,65
3707344826,JSN6535,CT,OMT,06/18/2014,20,SDN,HYUNDAI,ORANGE,2012,No Parking - Day/Time Limits,5TH AVE,Bronx,
1930427819,,VA,PAS,,40,,HONDA,SILVER,2000,Fire Hydrant,MADISON AVE,Manhattan,
7707854414,PPR0854,NY,PAS,06/29/2014,21,SUV,AUDI,BLACK,1998,No Parking - Street Cleaning,NOSTRAND AVE,,65
8768488336,DBH0794,NY,pas,05/09/14,21,subn,TOYOTA,GRAY,2005,No Parking - Street Cleaning,BEDFORD AVE,Brooklyn,65
4789393297,DWL9342,MI,pas,05/20/2014,14,SDN,HYUNDAI,GY,2006,No Standing - Day/Time Limits,BROADWAY,Manhattan,115
4292053797,WSU9030,PA,PAS,02/05/14,71,BUS,TOYOTA,SILVER,2002,Inspection Sticker Expired,NOSTRAND AVE,Queens,65
5811161965,UHG0230,PA,pas,09/23/2013,19,SUBN,HYUNDAI,BLACK,2006,No Standing - Bus Stop,ATLANTIC AVE,manhattan,115
4621979605,UQZ1068,NJ,OMS,05/12/14,19,SDN,BMW,GRAY,2009,No Standing - Bus Stop,GRAND CONCOURSE,Brooklyn,115
8633095811,CCL0558,NJ,PAS,09/10/13,19,SDN,CHEVROLET,,2010,No Standing - Bus Stop,BEDFORD AVE,Manhattan,115
1639744153,VDA0458,PA,PAS,10/14/2013,19,MC,HYUNDAI,RED,2009,No Standing - Bus Stop,5TH AVE,Brooklyn,115
8615599166,MFD3054,NY,PAS,10/14/2013,20,BUS,TOYOTA,RED,2006,No Parking - Day/Time Limits,FLATBUSH AVE,Brooklyn,65
4861149438,XFW3923,NJ,PAS,07/31/2013,40,SUBN,HONDA,BLACK,2014,Fire Hydrant,LEXINGTON AVE,Bronx,115
4670637658,JYP6277,PA,PAS,04/18/2014,71,SUBN,NISSAN,SILVER,1998,Inspection Sticker Expired,ATLANTIC AVE,Manhattan,0
6000396191,FJU0561,NY,PAS,12/27/2013,40,PICK,LEXUS,BLACK,2004,Fire Hydrant,LEXINGTON AVE,Brooklyn,115
4231244980,GLC8099,NY,OMT,03/30/2014,40,VAN,CHEVROLET,BLACK,2010,Fire Hydrant,BROADWAY,Brooklyn,115
1004201248,PTW7067,NY,PAS,11/21/2013,40,TAXI,HONDA,BROWN,2005,Fire Hydrant,5TH AVE,Queens,115
7502144996,PHZ9720,FL,PAS,05/02/14,20,SUV,BMW,GRAY,2009,No Parking - Day/Time Limits,BEDFORD AVE,Queens,65
7873633190,BMJ0247,CT,PAS,04/02/14,14,BUS,NISSAN,BLACK,9999,No Standing - Day/Time Limits,FULTON ST,Queens,115
2671971874,REB1683,NJ,PAS,09/25/2013,21,SUBN,,YELLOW,2013,No Parking - Street Cleaning,GRAND CONCOURSE,Bronx,65
5288282161,YNQ0337,PA,COM,12/13/2013,20,SUBN,SUBARU,WHITE,2010,No Parking - Day/Time Limits,HILLSIDE AVE,Bronx,65
1867835419,BRR2852,NY,PAS,06/26/2014,74,SDN,BMW,RED,2010,Missing Required Equipment,FLATBUSH AVE,Brooklyn,65
9938746508,KVR8756,FL,COM,11/27/2013,46,SUBN,TOYOTA,RED,2002,Double Parking,BEDFORD AVE,Brooklyn,115
7923014252,JMM9397,NY,COM,11/26/2013,74,VAN,HONDA,YELLOW,2011,Missing Required Equipment,BROADWAY,Bronx,65
1109458663,YRA5314,NJ,PAS,04/20/2014,40,SUV,CHEVROLET,GREEN,,Fire Hydrant,BEDFORD AVE,Staten Island,115
5060219510,JZT1356,NY,OMT,11/14/2013,21,SUV,HYUNDAI,RED,9999,No Parking - Street Cleaning,JAMAICA AVE,Bronx,65
9830393713,FAQ8973,NY,PAS,03/21/2014,46,SUV,HONDA,BLACK,2002,Double Parking,,Brooklyn,115
8079331031,DJG8781,NY,PAS,06/13/2014,20,BUS,ACURA,GRAY,2012,No Parking - Day/Time Limits,PARK AVE,Manhattan,65
5639013227,WBC2323,NY,PAS,08/18/2013,38,SUV,FORD,YELLOW,2001,Failure to Display Muni Meter Receipt,BROADWAY,Brooklyn,65
8463495033,UWF7923,PA,PAS,09/08/13,71,SDN,BMW,white,2012,Inspection Sticker Expired,HILLSIDE AVE,Queens,65
5528285106,XXC1621,NY,PAS,01/27/2014,37,SDN,TOYOTA,BLUE,2002,Expired Muni Meter,FULTON ST,Brooklyn,65
1616963987,ZVM6019,NY,PAS,07/31/2013,98,VAN,SUBARU,BLACK,2004,Blocking Intersection,LEXINGTON AVE,Brooklyn,115
8430191989,TJR7180,OH,TRC,11/19/2013,14,SUBN,JEEP,WHITE,2010,No Standing - Day/Time Limits,FORDHAM RD,Bronx,115
6496700122,APF7552,NY,PAS,06/01/14,40,SDN,HONDA,BLACK,2008,Fire Hydrant,GRAND CONCOURSE,Brooklyn,115
7422130581,BRB5606,NC,OMT,09/03/13,46,,,WHITE,2010,Double Parking,BROADWAY,Bronx,115
6504004690,ZLY1885,MA,SRF,06/25/2014,21,PICK,,WH,2002,No Parking - Street Cleaning,FORDHAM RD,Brooklyn,65
1697125957,KYT6522,NY,PAS,09/06/13,40,TAXI,HYUNDAI,GREEN,2001,Fire Hydrant,JAMAICA AVE,Brooklyn,115
9001594091,ZVX4929,NY,PAS,11/05/13,40,SDN,JEEP,SILVER,2014,Fire Hydrant,MADISON AVE,Brooklyn,115
3883612800,PJP9468,NJ,PAS,09/13/2013,14,SDN,AUDI,RED,2011,No Standing - Day/Time Limits,FLATBUSH AVE,Queens,115
3561140603,AKM0242,,COM,06/30/2014,21,SDN,,SILVER,2001,No Parking - Street Cleaning,BEDFORD AVE,Manhattan,65
2479833057,RYN9722,NY,PAS,12/12/13,21,DELV,VOLKSWAGEN,BLUE,2009,No Parking - Street Cleaning,FORDHAM RD,Manhattan,65
9985370172,YQS4858,NY,PAS,11/04/13,38,SDN,CADILLAC,GREEN,2013,Failure to Display Muni Meter Receipt,FLATBUSH AVE,Staten Island,65
9042104415,GDV1825,ct,PAS,06/12/14,46,SDN,HONDA,BLACK,2007,Double Parking,FULTON ST,Manhattan,115
8842636165,HKP7881,NY,OMT,01/18/2014,38,SDN,FORD,GRAY,2001,Failure to Display Muni Meter Receipt,JAMAICA AVE,Queens,65
9258487235,UJQ3545,NY,PAS,03/08/14,38,PICK,NISSAN,SILVER,2006,Failure to Display Muni Meter Receipt,BEDFORD AVE,Queens,65
4964641601,GUW5232,VA,COM,09/11/13,21,VAN,HYUNDAI,GY,2004,No Parking - Street Cleaning,NOSTRAND AVE,,65
5217582539,LVW6142,VA,,04/22/2014,40,SUBN,,RED,2014,Fire Hydrant,JAMAICA AVE,Queens,115
8635334634,LNB9385,NY,COM,05/20/2014,21,VAN,TOYOTA,BROWN,2005,No Parking - Street Cleaning,JAMAICA AVE,Manhattan,65
5392613687,CSH4369,NY,OMT,11/15/2013,74,VAN,LEXUS,GREEN,2001,Missing Required Equipment,BROADWAY,Queens,65
2128713445,SVT4001,NJ,PAS,05/18/2014,37,VAN,volvo,SILVER,1998,Expired Muni Meter,FORDHAM RD,Brooklyn,65
5167393775,AER8385,NY,PAS,01/29/2014,40,,CHEVROLET,brown,,Fire Hydrant,FLATBUSH AVE,Queens,115
1852290085,,NY,,01/09/14,14,SUBN,HONDA,BLACK,2014,No Standing - Day/Time Limits,ATLANTIC AVE,Manhattan,115
2949341504,NWE8583,TX,TRC,02/17/2014,83,VAN,TOYOTA,BLACK,2009,Improper Registration,NOSTRAND AVE,Queens,65
9295242396,HFA7582,MI,COM,08/08/13,46,SUBN,HONDA,BLUE,2014,Double Parking,ATLANTIC AVE,Manhattan,115
4996944007,TKU5437,NY,COM,05/21/2014,71,SDN,HYUNDAI,WHITE,2005,Inspection Sticker Expired,FULTON ST,Manhattan,65
6165207446,NDR7566,CT,PAS,,40,SDN,DODGE,BLACK,2003,Fire Hydrant,JAMAICA AVE,Manhattan,115
2723623221,PMY2723,NY,PAS,01/23/2014,40,BUS,TOYOTA,SILVER,1998,Fire Hydrant,FULTON ST,Manhattan,115
4982151132,WAM4821,NY,PAS,03/21/2014,71,VAN,MERCEDES,,1999,Inspection Sticker Expired,LEXINGTON AVE,Bronx,65
2993960210,PSB3719,NY,PAS,11/20/2013,38,VAN,HYUNDAI,YELLOW,,Failure to Display Muni Meter Receipt,BROADWAY,Manhattan,65
4898275173,EVY2820,NY,PAS,,38,SUBN,FORD,ORANGE,,Failure to Display Muni Meter Receipt,BEDFORD AVE,Bronx,65
3912128282,TZM2960,NJ,PAS,01/05/14,46,SDN,MERCEDES,GRAY,2000,Double Parking,FLATBUSH AVE,Staten Island,115
9927495769,JTA1880,CT,SRF,02/18/2014,46,SDN,HYUNDAI,SILVER,,Double Parking,BEDFORD AVE,,115
1701723862,NHW3920,NY,srf,03/07/14,37,SUV,LEXUS,RED,2003,Expired Muni Meter,AMSTERDAM AVE,Manhattan,65
2631355498,YNS9455,NY,PAS,12/15/2013,40,,CHEVROLET,GRAY,1999,Fire Hydrant,AMSTERDAM AVE,Brooklyn,115
2812044807,ZJG0604,NY,PAS,04/24/2014,14,DELV,AUDI,WHITE,2010,No Standing - Day/Time Limits,BEDFORD AVE,Bronx,
2364751383,EDF3050,CT,COM,07/02/13,74,SDN,FORD,RED,2002,Missing Required Equipment,MADISON AVE,Brooklyn,65
7303842526,VLG5058,NY,PAS,08/17/2013,40,SDN,HONDA,RED,2010,Fire Hydrant,BEDFORD AVE,Manhattan,115
9488715564,RYU8775,NY,PAS,02/20/2014,46,SDN,honda,BLACK,,Double Parking,LEXINGTON AVE,Queens,115
2614826577,TPD4225,NY,PAS,05/22/2014,38,SUV,FORD,GREEN,2009,Failure to Display Muni Meter Receipt,FLATBUSH AVE,Bronx,65
1817706810,JTN6567,NY,PAS,06/06/14,36,SDN,TOYOTA,SILVER,2011,Exceeding Parking Time Limit,BEDFORD AVE,Bronx,65
2921952148,GZW2436,,PAS,06/23/2014,14,SDN,FORD,BLACK,2003,No Standing - Day/Time Limits,FULTON ST,Manhattan,115
7636535341,EGS4916,NY,PAS,12/31/2013,14,SDN,NISSAN,RED,2006,No Standing - Day/Time Limits,BEDFORD AVE,Queens,115
6613944246,NLD1411,PA,PAS,08/02/13,74,SDN,NISSAN,BLACK,2006,Missing Required Equipment,BROADWAY,Manhattan,65
3545004477,JYU8455,ca,PAS,03/31/2014,71,SUV,TOYOTA,BLACK,9999,Inspection Sticker Expired,FLATBUSH AVE,Manhattan,65
7780922380,SAS2795,NY,pas,01/20/2014,37,SUBN,FORD,GREEN,2011,Expired Muni Meter,,Bronx,65
1205237720,CKE2589,NY,PAS,10/20/2013,20,SUV,MERCEDES,YELLOW,9999,No Parking - Day/Time Limits,GRAND CONCOURSE,Manhattan,65
9006346563,DNL7975,NY,PAS,02/05/14,14,SDN,FORD,BLACK,9999,No Standing - Day/Time Limits,MADISON AVE,Manhattan,115
4510969640,ADV9754,NC,COM,10/17/2013,46,SUV,CHEVROLET,YELLOW,2010,Double Parking,MADISON AVE,Manhattan,115
7146784303,NMT0579,NY,PAS,03/11/14,74,DELV,HYUNDAI,BLACK,2009,Missing Required Equipment,GRAND CONCOURSE,Bronx,65
1227204294,SPV5196,NJ,PAS,11/15/2013,74,SDN,TOYOTA,WHITE,2013,Missing Required Equipment,FORDHAM RD,Bronx,65
2940202689,RAU8450,NY,PAS,12/13/2013,21,TAXI,FORD,WHITE,2014,No Parking - Street Cleaning,JAMAICA AVE,Queens,65
8224344340,MSN5106,NY,APP,11/23/2013,14,SUV,TOYOTA,BLACK,2013,No Standing - Day/Time Limits,FULTON ST,Queens,115
4573414614,NFZ2009,NY,PAS,12/20/2013,20,SDN,TOYOTA,GRAY,2012,No Parking - Day/Time Limits,RICHMOND AVE,Manhattan,65
7005908641,XGN1671,NY,OMT,04/07/14,83,SDN,VOLVO,YELLOW,2002,Improper Registration,FLATBUSH AVE,Brooklyn,
3294293463,KUM8948,NY,OMS,04/22/2014,38,SDN,CHEVROLET,BLACK,2011,Failure to Display Muni Meter Receipt,HILLSIDE AVE,Brooklyn,65
4984372237,WDR7033,NY,OMT,09/05/13,14,SUBN,BMW,black,2003,No Standing - Day/Time Limits,BEDFORD AVE,Manhattan,115
9182096509,WVG8887,,OMS,04/16/2014,21,SUV,,RED,2001,No Parking - Street Cleaning,HILLSIDE AVE,Brooklyn,65
3204996671,PGG0197,NJ,COM,03/06/14,46,DELV,TOYOTA,BLACK,2012,Double Parking,FULTON ST,Bronx,115
4930627502,VFL9988,NJ,OMT,12/23/2013,21,VAN,honda,RED,2007,No Parking - Street Cleaning,FORDHAM RD,Manhattan,65
1322889502,SRB1949,NJ,PAS,06/15/2014,71,,LEXUS,GRAY,2008,Inspection Sticker Expired,HILLSIDE AVE,Manhattan,0
4581821730,QNW8774,NY,PAS,07/25/2013,37,SUBN,volkswagen,WHITE,2007,Expired Muni Meter,ATLANTIC AVE,Manhattan,65
3744752409,HFS3639,NY,TRC,07/24/2013,20,SUBN,CHEVROLET,RED,2011,No Parking - Day/Time Limits,NOSTRAND AVE,Manhattan,0
9066728060,DMC8766,PA,PAS,08/20/2013,14,SDN,chevrolet,WHITE,2004,No Standing - Day/Time Limits,GRAND CONCOURSE,Bronx,115
4553324308,KEE2626,NY,APP,05/17/2014,19,sdn,AUDI,BLACK,2007,No Standing - Bus Stop,MADISON AVE,Brooklyn,115
6125551262,CUT1580,CA,PAS,02/21/2014,40,SUV,FORD,BLACK,,Fire Hydrant,HILLSIDE AVE,Brooklyn,115
9476884146,ASG9529,FL,PAS,07/09/13,40,SDN,TOYOTA,GRAY,2005,Fire Hydrant,LEXINGTON AVE,Queens,115
7640556632,JLQ1970,NY,COM,09/02/13,98,SUV,HONDA,RED,,Blocking Intersection,COLUMBUS AVE,Manhattan,115
7899839564,NRV2671,TX,PAS,09/19/2013,71,SUBN,CHEVROLET,GRAY,2011,Inspection Sticker Expired,5TH AVE,Brooklyn,-65
4549076340,KCN3801,nj,COM,02/11/14,71,SUBN,TOYOTA,SILVER,2011,Inspection Sticker Expired,LEXINGTON AVE,Brooklyn,65
3316533133,GVX2089,NJ,pas,02/19/2014,40,SDN,BMW,SILVER,2014,Fire Hydrant,LEXINGTON AVE,Queens,115
4765153311,Dec-75,PA,OMS,07/01/13,21,SDN,AUDI,BLACK,2009,No Parking - Street Cleaning,AMSTERDAM AVE,Staten Island,65
6662663704,AFE7771,NY,PAS,02/05/14,21,SDN,BMW,YELLOW,2011,No Parking - Street Cleaning,AMSTERDAM AVE,Queens,65
5420195482,RDT3851,CT,pas,10/12/13,40,SDN,TOYOTA,ORANGE,2002,Fire Hydrant,RICHMOND AVE,Brooklyn,115
8517357684,MHE0296,NJ,PAS,06/18/2014,37,SUV,CHEVROLET,SILVER,2003,Expired Muni Meter,PARK AVE,Bronx,65
5393402303,CSC8521,CT,PAS,09/06/13,40,SUV,HYUNDAI,WHITE,9999,Fire Hydrant,BROADWAY,Manhattan,115
7136173390,HMR9788,NJ,OMS,05/29/2014,37,sdn,TOYOTA,GRAY,2011,Expired Muni Meter,MADISON AVE,,65
5271206218,CHR2316,NY,PAS,12/02/13,40,SDN,TOYOTA,WHITE,2007,Fire Hydrant,PARK AVE,Manhattan,115
7243051607,SCW4650,NY,PAS,09-20-2013,14,SUV,,GRAY,,No Standing - Day/Time Limits,FORDHAM RD,Brooklyn,115
4006956201,ACV7813,MA,APP,11/18/2013,36,SDN,HONDA,WHITE,2012,Exceeding Parking Time Limit,RICHMOND AVE,brooklyn,
9324481501,FCL4061,NY,IRP,08/17/2013,40,SDN,MAZDA,RED,2004,Fire Hydrant,FORDHAM RD,Queens,115
